Employee_No,Name,Gender,Year_of_Birth,Marital_Status,Religion_ID,Designation_ID,Employment_Category,Employment_Type,Join_year,Status,Inactive_year,Inactive_Month,Active_years,Active_months
2138,Monroe Tremblay DDS,Male,1974,Married,1,31,Labour,Contarct Basis,2021,Resigned,2021.0,12.0,1,10
2140,Hubert Schneider,Male,1968,Married,1,41,Labour,Contarct Basis,2021,Active,,,1,10
2142,Brenda Denesik,Male,1979,Single,1,41,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,10
2146,Adolf White,Male,1996,Single,3,31,Labour,Contarct Basis,2021,Active,,,1,10
2147,Avis Oberbrunner,Male,1987,Single,1,1,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,9
2148,Prof Eric Lowe,Male,1987,Single,4,1,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,9
2150,Prof Coralie Reichel DVM,Male,1987,Single,3,31,Labour,Contarct Basis,2021,Resigned,2022.0,3.0,1,9
2153,Melvina Rowe,Male,1987,Single,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,9
2158,Talia Bergstrom,Male,1970,Married,1,30,Labour,Contarct Basis,2021,Active,,,1,10
2159,Aracely Wisozk,Male,1994,Married,1,43,Labour,Contarct Basis,2021,Resigned,2021.0,12.0,1,10
2160,Dr Orland Ryan,Male,1995,Single,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,5.0,1,9
2161,Rene Mitchell,Male,2000,Single,1,7,Staff,Contarct Basis,2021,Resigned,2022.0,12.0,1,10
2162,Maida Barton DVM,Male,1995,Single,1,158,Staff,Contarct Basis,2021,Resigned,2022.0,1.0,1,10
2163,Brigitte Halvorson,Female,1989,Married,1,17,Staff,Contarct Basis,2021,Resigned,2022.0,2.0,1,9
2165,Mrs Tamia Nolan III,Male,1996,Single,1,158,Staff,Contarct Basis,2021,Resigned,2022.0,1.0,1,9
2166,Dallin Macejkovic,Male,1999,Single,1,195,Labour,Contarct Basis,2021,Active,,,1,9
2168,Candace Ankunding PhD,Male,1966,Married,1,129,Labour,Contarct Basis,2021,Active,,,1,10
2193,Prof Oscar Fadel,Male,1981,Married,1,31,Labour,Contarct Basis,2021,Resigned,2021.0,12.0,1,9
2195,Valentin Toy,Male,1970,Married,1,31,Labour,Contarct Basis,2021,Resigned,2021.0,10.0,1,9
2196,Dr Lamont Murphy IV,Male,2001,Single,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,3.0,1,9
2197,Freeda Rice IV,Male,1998,Single,1,17,Staff,Contarct Basis,2021,Resigned,2021.0,11.0,1,9
2200,Karina Predovic III,Male,1961,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,9
2204,Gabriella Gleason,Male,1968,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,9
2207,Dr Katherine Kovacek,Male,1969,Married,1,24,Staff,Contarct Basis,2021,Resigned,2022.0,4.0,1,10
2208,Ransom Grant,Male,1996,Single,1,22,Staff,Contarct Basis,2021,Active,,,1,9
2209,Judd Hartmann,Male,1996,Single,1,22,Staff,Contarct Basis,2021,Active,,,1,9
2210,Mr Franco Friesen Jr,Female,1996,Single,1,178,Staff,Contarct Basis,2021,Active,,,1,9
2211,Carol Weimann,Female,1997,Single,1,178,Staff,Contarct Basis,2021,Resigned,2021.0,11.0,1,9
2214,Kaylie Von,Male,1976,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,9
2216,Karen Wolf,Male,1993,Single,1,31,Labour,Contarct Basis,2021,Resigned,2021.0,10.0,1,9
2217,Delilah Mueller,Male,1961,Married,1,31,Labour,Contarct Basis,2021,Resigned,2021.0,10.0,1,9
2220,Jay Buckridge,Female,1963,Single,3,45,Management,Contarct Basis,2021,Active,,,1,11
2221,Kendrick Runolfsson,Male,1982,Married,1,124,Labour,Contarct Basis,2021,Resigned,2022.0,3.0,1,9
2225,Gilbert Hermiston II,Male,1987,Married,1,152,Management,Contarct Basis,2021,Resigned,2022.0,3.0,1,9
2228,Emilie Klein,Male,1974,Married,1,55,Labour,Contarct Basis,2021,Resigned,2022.0,2.0,1,8
2229,Sheila Jakubowski,Male,1981,Married,1,33,Staff,Contarct Basis,2021,Resigned,2021.0,10.0,1,9
2230,Dr Adeline Rowe,Male,1974,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,5.0,1,8
2231,Aimee Dach,Male,1998,Single,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,8
2233,Lenore Nikolaus,Male,1964,Married,1,24,Staff,Contarct Basis,2021,Resigned,2022.0,8.0,1,8
2236,Craig Balistreri,Male,1983,Married,1,180,Staff,Contarct Basis,2021,Resigned,2021.0,11.0,1,8
2238,Dr Bert Kozey,Male,1995,Single,1,33,Staff,Contarct Basis,2021,Active,,,1,8
2246,Enrico Vandervort,Male,1958,Married,1,139,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,9
2247,Alberto Wunsch,Male,1998,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,3.0,1,9
2250,Emmanuel Koelpin,Male,1972,Married,1,31,Labour,Contarct Basis,2021,Resigned,2021.0,10.0,1,8
2254,Dr Eldora Hayes,Male,1987,Married,1,29,Labour,Contarct Basis,2021,Resigned,2022.0,6.0,1,9
2255,Mr Zachery Romaguera,Male,1983,Single,1,55,Labour,Contarct Basis,2021,Resigned,2022.0,2.0,1,9
2256,Margaret Shanahan,Male,2003,Single,1,31,Labour,Contarct Basis,2021,Resigned,2021.0,11.0,1,8
2257,Justyn Lindgren,Male,2002,Single,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,3.0,1,8
2258,Anibal Hamill,Male,1981,Married,1,4,Labour,Contarct Basis,2021,Resigned,2021.0,10.0,1,8
2259,Dr Alicia Keebler,Male,1986,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,8
2260,Osvaldo Runolfsson,Male,1987,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,8
2262,Sophia Kunde IV,Male,1997,Married,1,55,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,8
2263,Ayana Fritsch,Male,1975,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,8
2264,Emely Lueilwitz,Male,1974,Married,1,55,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,8
2265,Dr Freddie Brakus,Male,1964,Married,4,31,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,8
2267,Prof Wilfrid Renner,Male,1951,Married,1,31,Labour,Contarct Basis,2021,Active,,,1,8
2268,Loyce Botsford DDS,Male,1996,Single,1,31,Labour,Contarct Basis,2021,Active,,,1,8
2275,Enrique Mayer,Male,1953,Married,1,134,Labour,Contarct Basis,2021,Resigned,2022.0,1.0,1,9
2276,Duncan Schumm,Male,1959,Married,1,30,Labour,Contarct Basis,2021,Resigned,2022.0,5.0,1,8
2277,Prof Germaine Bergnaum DVM,Female,2001,Single,1,70,Staff,Contarct Basis,2021,Resigned,2022.0,3.0,1,8
2278,Angus Hoeger Jr,Male,1996,Married,1,181,Staff,Contarct Basis,2021,Resigned,2022.0,3.0,1,8
2279,Velma Kiehn,Male,1982,Married,3,31,Labour,Contarct Basis,2021,Active,,,1,8
2291,Prof Mia Ebert,Male,1987,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,1.0,1,8
2296,Ryley Dare,Male,1990,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,3.0,1,8
2297,Morton Schaden,Male,1969,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,8
2299,Maida Gulgowski,Male,1960,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,3.0,1,8
2300,Dr Nathaniel McDermott,Male,1952,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,8
2301,Annamae Haley,Male,1981,Married,1,31,Labour,Contarct Basis,2021,Resigned,2021.0,12.0,1,8
2302,Delfina Schmitt III,Male,1991,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,8
2310,Mr Freddy Kuhic PhD,Male,1997,Single,1,139,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,8
2314,Keely Gislason,Male,1992,Married,1,24,Staff,Contarct Basis,2021,Resigned,2021.0,11.0,1,8
2320,Kyler Fay,Male,1990,Married,1,1,Labour,Contarct Basis,2021,Resigned,2022.0,2.0,1,7
2321,Westley Hermann,Male,1992,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,7
2322,Robin O'Connell,Male,2000,Married,1,53,Labour,Contarct Basis,2021,Resigned,2022.0,2.0,1,8
2324,Alycia Smitham,Male,1996,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,2.0,1,7
2325,Humberto Hodkiewicz,Female,1993,Single,1,48,Staff,Contarct Basis,2021,Active,,,1,8
2327,Theresa Bernier,Male,1973,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,3.0,1,7
2328,Wallace Beier IV,Male,1994,Single,1,31,Labour,Contarct Basis,2021,Resigned,2021.0,12.0,1,7
2329,Rosella Walker,Male,1995,Single,1,83,Staff,Contarct Basis,2021,Resigned,2022.0,12.0,1,7
2330,Domingo Raynor,Male,1962,Married,1,58,Staff,Contarct Basis,2021,Resigned,2022.0,6.0,1,8
2331,Miss Bernice Jerde,Male,1987,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,3.0,1,7
2332,Dr Phyllis Hoppe DDS,Female,1972,Married,1,31,Labour,Contarct Basis,2021,Active,,,1,8
2333,Alize Bartoletti,Male,1982,Married,1,31,Labour,Contarct Basis,2021,Resigned,2021.0,12.0,1,7
2334,Arthur Keebler,Male,1973,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,7
2337,Reuben Ebert,Male,1998,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,2.0,1,7
2339,Prof Archibald Quitzon V,Male,1993,Single,1,8,Staff,Contarct Basis,2021,Active,,,1,7
2341,Leonie Effertz MD,Male,1987,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,7
2342,Omari Hintz,Male,1976,Married,1,124,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,7
2343,Deja Smith,Male,1995,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,3.0,1,7
2346,Prof Warren Bartell,Female,1993,Single,1,17,Staff,Contarct Basis,2021,Resigned,2022.0,4.0,1,7
2348,Lucius Pfannerstill DDS,Male,1996,Married,1,30,Labour,Contarct Basis,2021,Resigned,2022.0,2.0,1,7
2350,Brandi Daniel Sr,Male,1998,Single,1,31,Labour,Contarct Basis,2021,Resigned,2021.0,12.0,1,7
2360,Cheyanne Mueller,Male,1985,Married,1,30,Labour,Contarct Basis,2021,Resigned,2022.0,2.0,1,7
2361,Jaunita O'Connell,Male,2001,Single,1,30,Labour,Contarct Basis,2021,Resigned,2022.0,2.0,1,7
2364,Adella Walsh,Male,2001,Single,1,30,Labour,Contarct Basis,2021,Resigned,2022.0,2.0,1,7
2368,Lenore Price I,Male,1991,Married,1,182,Labour,Contarct Basis,2021,Active,,,1,7
2369,Ernest Dietrich DVM,Female,1987,Single,3,184,Labour,Contarct Basis,2021,Resigned,2022.0,3.0,1,7
2370,Jade Kuphal,Male,1987,Single,1,169,Labour,Contarct Basis,2021,Resigned,2022.0,11.0,1,7
2372,Dr Sally Ritchie I,Male,1987,Single,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,3.0,1,7
2376,Hillary Cronin,Male,1970,Married,1,22,Staff,Contarct Basis,2021,Active,,,1,7
2379,Leone Blick Sr,Male,1989,Single,1,22,Labour,Contarct Basis,2021,Resigned,2022.0,2.0,1,6
2380,Dr Orpha Padberg,Male,2006,Single,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,5.0,1,6
2381,Ike Williamson,Male,1971,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,7
2382,Lesley Emmerich,Male,2000,Married,1,43,Labour,Contarct Basis,2021,Resigned,2022.0,5.0,1,7
2383,Mazie Douglas,Male,1982,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,3.0,1,7
2384,Kyler Bins,Male,1964,Married,1,7,Staff,Contarct Basis,2021,Active,,,1,6
2386,Richie Nitzsche I,Male,1993,Married,1,1,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,7
2387,Mrs Jennifer Monahan PhD,Male,1991,Single,1,30,Labour,Contarct Basis,2021,Resigned,2022.0,11.0,1,6
2388,Gudrun Cruickshank,Male,2000,Single,3,30,Labour,Contarct Basis,2021,Resigned,2021.0,12.0,1,6
2389,Mr Ewell Mueller Sr,Male,1999,Single,1,181,Staff,Contarct Basis,2021,Resigned,2022.0,3.0,1,6
2393,Lorenza Deckow,Male,1998,Single,1,27,Staff,Contarct Basis,2021,Active,,,1,6
2394,Rosie Kutch,Male,1966,Married,1,55,Labour,Contarct Basis,2021,Resigned,2022.0,2.0,1,6
2396,Leta Pfannerstill,Male,1989,Single,1,31,Labour,Contarct Basis,2021,Active,,,1,6
2397,Mr Maximus Lakin DDS,Male,1970,Single,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,3.0,1,6
2398,Prof Franz Dicki,Male,1996,Single,1,55,Labour,Contarct Basis,2021,Resigned,2022.0,3.0,1,7
2399,Prof Richmond Dooley III,Male,1996,Single,2,31,Labour,Contarct Basis,2021,Active,,,1,6
2401,Ms Melba Walter,Male,1987,Married,1,31,Labour,Contarct Basis,2021,Active,,,1,6
2404,Sim Abbott III,Male,1965,Married,1,124,Labour,Contarct Basis,2022,Resigned,2022.0,3.0,1,6
2406,Lavon Littel,Male,1979,Married,1,186,Staff,Contarct Basis,2021,Active,,,1,7
2408,Vaughn Mills,Male,1969,Married,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,3.0,1,6
2410,Mr Madyson Hammes III,Male,1974,Married,1,95,Labour,Contarct Basis,2021,Active,,,1,6
2411,Mr Hiram Homenick III,Male,1996,Single,1,55,Labour,Contarct Basis,2022,Active,,,1,6
2427,Dr Daryl Schaefer,Male,1993,Single,1,33,Staff,Contarct Basis,2022,Active,,,1,6
2428,Dr Mariana Stiedemann DVM,Male,1983,Married,1,187,Staff,Contarct Basis,2022,Active,,,1,6
2430,Tillman Fadel,Male,1996,Single,1,22,Staff,Contarct Basis,2022,Active,,,1,6
2431,Tracy Sporer,Male,1995,Single,1,31,Labour,Contarct Basis,2022,Active,,,1,6
2432,Ms Karianne Tromp,Male,1970,Married,1,122,Labour,Contarct Basis,2022,Active,,,1,6
2433,Kennedi Sipes,Female,1998,Single,1,125,Labour,Contarct Basis,2022,Resigned,2022.0,5.0,1,6
2435,Mr Rollin Koelpin III,Male,1976,Married,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,6.0,1,6
2437,Cydney Larson,Male,1961,Married,1,55,Labour,Contarct Basis,2022,Active,,,1,6
2441,Ophelia Konopelski III,Male,1991,Married,1,31,Labour,Contarct Basis,2022,Active,,,1,6
2446,Prof Meda Gottlieb Jr,Male,1999,Single,1,70,Staff,Contarct Basis,2022,Resigned,2022.0,7.0,1,6
2447,Mr Julio Ledner II,Male,1988,Married,1,31,Labour,Contarct Basis,2022,Active,,,1,6
2451,Dr Ben Skiles,Male,2001,Single,1,31,Labour,Contarct Basis,2022,Active,,,1,6
2452,Breanne Leuschke,Male,2001,Single,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,2.0,1,6
2453,Cathrine Rogahn,Male,1999,Single,1,139,Labour,Contarct Basis,2022,Active,,,1,6
2454,Lisandro Heidenreich IV,Male,1990,Married,1,189,Labour,Contarct Basis,2022,Active,,,1,6
2455,Prof Jovan Romaguera,Male,1989,Single,1,189,Labour,Contarct Basis,2022,Active,,,1,6
2457,Florence Reichert,Male,2002,Single,1,56,Labour,Contarct Basis,2022,Resigned,2022.0,2.0,1,5
2459,Tara Blick V,Male,1971,Married,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,4.0,1,5
2460,Maeve Mertz,Male,1963,Married,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,2.0,1,6
2461,Prof Shane Heller Jr,Male,1986,Single,1,22,Staff,Contarct Basis,2022,Active,,,1,6
2462,Mrs Meggie Ankunding,Male,1996,Single,1,80,Labour,Contarct Basis,2022,Resigned,2022.0,3.0,1,5
2466,Prof Kurtis Larkin MD,Male,1962,Married,1,31,Labour,Contarct Basis,2022,Active,,,1,5
2467,Graciela Miller III,Male,2001,Single,1,31,Labour,Contarct Basis,2022,Active,,,1,6
2468,Charity Feil,Male,1994,Single,1,31,Labour,Contarct Basis,2022,Active,,,1,5
2469,Miss Ernestine Olson III,Male,1973,Married,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,4.0,1,5
2470,Osborne Emmerich,Male,1981,Married,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,2.0,1,5
2473,Howard Kihn,Male,1958,Married,1,31,Labour,Contarct Basis,2022,Active,,,1,5
2474,Destinee Kirlin,Male,1975,Married,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,4.0,1,5
2476,Maci Casper,Male,1990,Married,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,3.0,1,6
2477,Francis Weimann,Male,1985,Married,1,31,Labour,Contarct Basis,2022,Active,,,1,5
2478,Lilly Prohaska PhD,Male,1955,Married,1,122,Labour,Contarct Basis,2022,Active,,,1,6
2480,Amalia Morissette,Male,1994,Married,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,4.0,1,5
2481,Rubye Olson,Male,1990,Married,1,26,Labour,Contarct Basis,2022,Resigned,2022.0,4.0,1,5
2482,Verdie McKenzie,Male,1999,Single,1,55,Labour,Contarct Basis,2022,Resigned,2022.0,4.0,1,5
2483,Dr Dean Runolfsson,Male,1970,Married,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,4.0,1,5
2484,Abagail Trantow,Female,1998,Married,1,195,Labour,Contarct Basis,2022,Active,,,1,6
2485,Prince Goodwin,Female,1996,Single,1,195,Labour,Contarct Basis,2022,Active,,,1,6
2486,Miss Clementina Kilback,Male,2001,Single,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,4.0,1,5
2487,Junior Stamm,Male,1964,Married,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,4.0,1,5
2488,Eldridge Conroy,Male,1987,Single,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,2.0,1,5
2489,Prof Sarai Rodriguez,Male,1991,Married,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,5.0,1,6
2490,Dixie Bechtelar,Male,2001,Single,3,124,Labour,Contarct Basis,2022,Resigned,2022.0,2.0,1,5
2491,Herbert Legros,Male,1994,Single,3,31,Labour,Contarct Basis,2022,Active,,,1,5
2493,Zula Price IV,Male,1997,Single,1,124,Labour,Contarct Basis,2022,Resigned,2022.0,2.0,1,5
2495,Oda Flatley Jr,Male,1973,Married,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,4.0,1,5
2496,Carley Kunze,Male,1973,Married,1,123,Labour,Contarct Basis,2022,Resigned,2022.0,4.0,1,5
2498,Norberto Dach,Male,1981,Married,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,2.0,1,5
2499,Mrs Kayla Steuber DDS,Male,1977,Married,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,4.0,1,5
2500,Nellie Runolfsdottir,Male,2002,Married,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,4.0,1,5
2503,Emmalee Hoeger,Male,1973,Married,1,4,Labour,Contarct Basis,2022,Resigned,2022.0,4.0,1,5
2504,Agnes Leuschke,Male,1980,Married,1,190,Management,Contarct Basis,2022,Active,,,1,5
2505,Ms Lysanne Welch II,Male,1996,Single,1,158,Staff,Contarct Basis,2022,Active,,,1,5
2506,Gerson Ferry,Male,1968,Married,1,33,Staff,Contarct Basis,2022,Active,,,1,5
2507,Hayden Considine V,Male,2000,Single,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,4.0,1,5
2508,Gracie Roob,Male,1995,Single,1,55,Labour,Contarct Basis,2022,Resigned,2022.0,2.0,1,5
2509,Clovis Lakin,Male,1995,Single,1,43,Labour,Contarct Basis,2022,Resigned,2022.0,4.0,1,5
2511,Wilfrid Eichmann IV,Male,1986,Married,1,31,Labour,Contarct Basis,2022,Active,,,1,5
2512,Mr Stanton Towne DDS,Male,2001,Single,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,4.0,1,5
2513,Carleton Nitzsche MD,Male,1960,Married,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,4.0,1,5
2514,Mrs Megane Sanford,Male,1987,Married,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,3.0,1,5
2515,Mozelle Upton,Male,1980,Married,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,4.0,1,5
2516,Anastacio Mosciski,Male,1972,Married,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,3.0,1,5
2517,Kitty Corwin,Male,1997,Single,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,3.0,1,5
2518,Godfrey Haley IV,Male,1976,Married,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,3.0,1,5
2520,Reanna Brekke PhD,Male,1970,Married,1,31,Labour,Contarct Basis,2022,Active,,,1,5
2522,Orland Stiedemann Sr,Male,1987,Married,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,4.0,1,5
2523,Ottilie Purdy,Male,1993,Married,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,6.0,1,4
2524,Dale Glover,Male,1951,Married,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,3.0,1,4
2529,Colton Emmerich,Male,1979,Married,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,3.0,1,4
2530,Jimmy Gutmann Sr,Male,1963,Married,1,29,Labour,Contarct Basis,2022,Resigned,2022.0,6.0,1,5
2531,Marc Spencer,Male,1970,Married,1,163,Management,Contarct Basis,2022,Active,,,1,4
2533,Samantha Kuvalis,Male,1994,Single,1,33,Staff,Contarct Basis,2022,Resigned,2022.0,5.0,1,4
2535,Yasmin Mertz,Male,1980,Married,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,3.0,1,4
2538,Dexter Nader,Male,1989,Married,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,3.0,1,4
2540,Tristin Schmitt DVM,Male,1999,Single,1,31,Labour,Contarct Basis,2022,Active,,,1,4
2541,Korey Buckridge I,Male,1968,Married,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,4.0,1,4
2542,Dr Zoey Mitchell,Male,1956,Married,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,4.0,1,4
2543,Aaliyah Torp,Male,1966,Married,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,4.0,1,4
2544,Shea Grimes,Male,1995,Single,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,5.0,1,4
2545,Randi Beahan IV,Male,2002,Single,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,4.0,1,4
2546,Ebba Quigley,Male,2002,Single,1,31,Labour,Contarct Basis,2022,Active,,,1,4
2548,Sharon Bednar,Male,2003,Single,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,3.0,1,4
2550,Ms Roxane Adams Jr,Male,1994,Married,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,3.0,1,4
2551,Prof Lucio Effertz Jr,Male,1994,Single,1,31,Labour,Contarct Basis,2022,Active,,,1,4
2552,Maurine Schneider,Male,1996,Single,1,56,Labour,Contarct Basis,2022,Active,,,1,4
2553,Prof Nathanial Gerhold,Male,1988,Single,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,3.0,1,4
2554,Zelda Kohler,Male,1999,Single,1,53,Labour,Contarct Basis,2022,Resigned,2022.0,4.0,1,4
2555,Mr Noel Buckridge PhD,Male,2001,Single,1,69,Staff,Contarct Basis,2022,Active,,,1,4
2557,Dr Alexandro Davis,Male,1980,Married,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,3.0,1,4
2558,Antonette Wunsch,Male,1982,Married,2,31,Labour,Contarct Basis,2022,Resigned,2022.0,4.0,1,4
2559,Rollin Jacobi DDS,Male,1972,Married,1,55,Labour,Contarct Basis,2022,Resigned,2022.0,6.0,1,4
2560,Scottie Murray Jr,Male,1990,Married,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,4.0,1,4
2561,Doris Flatley,Male,1972,Married,1,31,Labour,Contarct Basis,2022,Active,,,1,4
2562,Dr Paul Weber V,Female,1983,Married,1,8,Staff,Contarct Basis,2022,Resigned,2022.0,6.0,1,4
2563,Marcelina Boehm,Male,1998,Married,1,31,Labour,Contarct Basis,2022,Active,,,1,4
2564,Ms Pinkie Grady DVM,Male,1986,Single,1,31,Labour,Contarct Basis,2022,Active,,,1,4
2565,Dillon Oberbrunner DDS,Male,1994,Single,1,191,Staff,Contarct Basis,2022,Resigned,2022.0,7.0,1,4
2566,Edythe Altenwerth,Male,1999,Single,1,31,Labour,Contarct Basis,2022,Active,,,1,4
2567,Gisselle Nitzsche,Male,1996,Married,1,31,Labour,Contarct Basis,2022,Active,,,1,4
2568,Mr Peyton Kulas,Female,1998,Single,1,30,Labour,Contarct Basis,2022,Resigned,2022.0,5.0,1,4
2569,Elliot Luettgen,Male,1991,Single,1,22,Staff,Contarct Basis,2022,Active,,,1,4
2570,Albertha O'Conner,Male,1995,Married,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,3.0,1,3
2572,Miss Oleta Rath,Male,1995,Married,1,192,Staff,Contarct Basis,2022,Active,,,1,3
2573,Delfina Fay DVM,Male,2000,Single,1,7,Staff,Contarct Basis,2022,Active,,,1,3
2574,Davon Rath,Male,1995,Single,1,33,Staff,Contarct Basis,2022,Active,,,1,3
2575,Jewell Sipes,Male,1964,Married,2,6,Staff,Contarct Basis,2022,Resigned,2022.0,4.0,1,3
2576,Mr Easton Balistreri,Male,1975,Married,1,4,Labour,Contarct Basis,2022,Active,,,1,3
2577,Guiseppe Schultz,Male,1990,Married,1,4,Labour,Contarct Basis,2022,Active,,,1,3
2578,Dan Connelly,Male,1974,Married,1,4,Labour,Contarct Basis,2022,Active,,,1,3
2579,Dr Blaise Lebsack,Male,1987,Married,1,4,Labour,Contarct Basis,2022,Active,,,1,3
2580,Lee Beatty,Male,1995,Married,1,4,Labour,Contarct Basis,2022,Active,,,1,3
2581,Aliyah Mohr,Male,1987,Married,1,4,Labour,Contarct Basis,2022,Active,,,1,3
2582,Miss Queenie VonRueden V,Male,1972,Married,1,4,Labour,Contarct Basis,2022,Active,,,1,3
2586,Philip Lowe,Male,1987,Single,1,31,Labour,Contarct Basis,2022,Active,,,1,4
2588,Mr Gavin Dach,Male,2002,Single,1,31,Labour,Contarct Basis,2022,Resigned,2022.0,9.0,1,3
2592,Mr Joan Effertz,Male,1997,Married,2,22,Staff,Contarct Basis,2022,Resigned,2022.0,8.0,1,3
2593,Else Hyatt,Male,1997,Single,1,8,Staff,Contarct Basis,2022,Resigned,2022.0,5.0,1,2
2594,Adrain Welch,Male,1997,Single,3,8,Staff,Contarct Basis,2022,Active,,,1,2
2597,Mr Greg Mayer DDS,Male,1994,Single,1,22,Staff,Contarct Basis,2022,Active,,,1,2
2598,Dean Zemlak,Male,1987,Married,1,4,Labour,Permanant,2022,Active,,,1,2
2599,Talon Hudson,Male,1968,Married,1,124,Labour,Contarct Basis,2022,Active,,,1,2
2600,Prof Trevor Ledner,Male,1986,Married,1,56,Labour,Contarct Basis,2022,Resigned,2022.0,5.0,1,2
2601,Miss Alene Stokes DVM,Male,1987,Married,1,90,Staff,Contarct Basis,2022,Resigned,2022.0,8.0,1,2
